"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.001333, 1, 0.001333, hesbo_0='-0.9511801201569162',hesbo_1='-0.8653029429103894',hesbo_2='-0.5688387411331427',hesbo_3='-0.8729133011905468',hesbo_4='-0.4129415988239751',hesbo_5='0.013467002143392026',hesbo_6='0.8702176365911583',hesbo_7='-0.8242712623379937'
0.019022, 0.845500, 0.031510, 1, 0.012488, hesbo_0='-0.9511801201569162',hesbo_1='-0.8653029429103894',hesbo_2='-0.5688387411331427',hesbo_3='-0.8729133011905468',hesbo_4='-0.4129415988239751',hesbo_5='0.013467002143392026',hesbo_6='0.8702176365911583',hesbo_7='-0.8242712623379937'
0.038613, 0.655600, 0.065099, 2, 0.026486, hesbo_0='-0.04995000678568817',hesbo_1='0.7256696846409922',hesbo_2='0.4472868713860818',hesbo_3='-0.6192013285327304',hesbo_4='-0.15815990633809918',hesbo_5='-0.8492877299698247',hesbo_6='-0.36364391976461496',hesbo_7='0.9751387127654236'
0.053594, 0.614600, 0.095487, 3, 0.041893, hesbo_0='0.0',hesbo_1='0.0',hesbo_2='0.0',hesbo_3='0.0',hesbo_4='0.0',hesbo_5='0.0',hesbo_6='0.0',hesbo_7='0.0'
0.069948, 0.249700, 0.128413, 4, 0.058465, hesbo_0='-0.22123648749186842',hesbo_1='0.5273994505590116',hesbo_2='-0.988929161066965',hesbo_3='0.04688441270464061',hesbo_4='0.40863345715934907',hesbo_5='0.28346600888591533',hesbo_6='0.06864469896342174',hesbo_7='-0.2609513436024228'
0.085265, 0.210900, 0.156840, 5, 0.071575, hesbo_0='0.35515793469285817',hesbo_1='0.1920544864451501',hesbo_2='0.25631298976651795',hesbo_3='0.26393132654491236',hesbo_4='0.7356745420560471',hesbo_5='-0.7960618459542081',hesbo_6='-0.4883976728616174',hesbo_7='-0.030842756652195824'
0.169367, 0.075100, 0.285539, 6, 0.116172, hesbo_0='0.955946476690724',hesbo_1='0.9613526513704849',hesbo_2='0.18709400908106355',hesbo_3='-0.0033506544956118933',hesbo_4='0.10546401344379808',hesbo_5='0.8944076942955472',hesbo_6='-0.6127003544369211',hesbo_7='-0.6563512933465314'
